GLOBAL
0,122912
0,128
0,142336
0,14336
0,136224
0,131072
0,118784
0,170976
0,13824
0,115712
0,114688
0,144352
0,132096
0,123904
0,124928
0,106464
0,130048
0,15664
0,116704
0,171008
0,128032
0,150496
0,114688
0,13824
0,124928
0,134176
0,131072
0,11776
0,13008
0,116736
0,139296
0,086016
0,064512
0,082944
0,063488
0,064512
0,063488
0,07472
0,062496
0,074752
0,067584
0,07168
0,071712
0,064512
0,063488
0,063488
0,072672
0,06656
0,052224
0,08704
0,084992
0,054272
0,054272
0,123904
0,053248
0,06656
0,049152
0,0512
0,050176
0,049152
0,055296
0,089088
0,100352
0,070656
0,06656
0,08192
0,06544
0,078848
0,075776
0,0512
0,033792
0,056288
0,079872
0,044032
0,06144
0,10752
0,0768
0,040896
0,039936
0,148448
0,062464
0,183296
0,029696
0,104448
0,062464
0,073728
0,064512
0,075808
0,043008
0,05632
0,350208
0,093248
0,054272
0,060448
0,088064
0,06656
0,04096
0,08192
0,099328
0,086016
CONSTANT
0,269312
0,105472
0,106496
0,134144
0,120768
0,093184
0,094208
0,115712
0,114688
0,09728
0,104448
0,121856
0,129024
0,0952
0,118784
0,10752
0,108544
0,09216
0,11776
0,125952
0,093184
0,09728
0,09728
0,093184
0,126976
0,093152
0,104448
0,11776
0,091136
0,11264
0,115712
0,109568
0,111616
0,09728
0,098336
0,099328
0,121856
0,099328
0,093184
0,123904
0,09728
0,108544
0,09216
0,099328
0,111616
0,129024
0,132096
0,093184
0,095232
0,079872
0,094208
0,082912
0,098304
0,101376
0,093184
0,1024
0,093184
0,095232
0,09216
0,091136
0,095232
0,098304
0,09216
0,09216
0,093184
0,091136
0,09216
0,093184
0,098304
0,091136
0,092192
0,091136
0,094208
0,091136
0,100352
0,111616
0,096256
0,110592
0,142336
0,083968
0,104384
0,09728
0,09728
0,140288
0,10752
0,100352
0,118752
0,11776
0,097184
0,1024
0,112576
0,093184
0,121856
0,172032
0,113504
0,137216
0,202784
0,144384
0,113664
0,146432
SHARED
0,16384
0,073728
0,043008
0,039776
0,038912
0,043008
0,06144
0,09728
0,053248
0,047104
0,059392
0,050176
0,048128
0,041952
0,033792
0,026624
0,024576
0,039936
0,239616
0,078848
0,045024
0,03584
0,037888
0,034752
0,04096
0,026656
0,0256
0,044032
0,036864
0,033792
0,041984
0,052224
0,041984
0,013312
0,023552
0,026624
0,03072
0,024576
0,041984
0,024576
0,0256
0,06144
0,059392
0,060416
0,03584
0,0256
0,033792
0,062464
0,028672
0,059392
0,027648
0,0256
0,02864
0,039936
0,027616
0,053248
0,028672
0,059392
0,028672
0,024576
0,04096
0,0256
0,028672
0,037888
0,032768
0,024576
0,031744
0,0256
0,0256
0,07168
0,047104
0,024576
0,042016
0,132096
0,026624
0,045088
0,058368
0,058368
0,0256
0,044032
0,06144
0,054272
0,06144
0,048128
0,063488
0,034816
0,052224
0,043008
0,0256
0,026624
0,024576
0,024576
0,0256
0,044032
0,0256
0,031744
0,026624
0,026624
0,049152
0,063488
